Text,Highlighted
"1. Avery Dennison Corporation, Specialty Tapes Division. 2. Compac Corporation. 3. Ideal mag tape Co., Inc., an American Biltrite Company. 4. Knauf Insulation. 5. Venture Tape.",1
"a. ASCO Power Technologies, LP; Division of Emerson. b. Dungs, Karl, Inc. c. Eclipse Combustion, Inc. d. Goyen Valve Corp.; Tyco Environmental Systems. e. Magnatrol Valve Corporation. f. Parker Hannifin Corporation; climate & Industrial Controls Group; Skinner Valve Div. g. Watts Regulator Co.; Division of Watts Water Technologies, Inc",1
a. Aeroflex USA. b. Armacell LLC. c. Childers Brand; H. B. replete Construction Products. d. Foster Brand; H. B. replete Construction Products. e. K-Flex USA.,1
".1Structural Steel Verify, with certified steel erector present, elevations of concrete- and masonry- yield surfaces and locations of anchor rods, yield plates, and other embedment’s for compliance with requirements. .2 Prepare a certified survey of existing conditions. Include yield surfaces, anchor rods, yield plates, and other embedment’s showing dimensions, locations, angles, and elevations.",1
BIM Incorporation: Construction Manager will incorporate Contractor's tell on Drawing files into BIM established for Project.,1
"Water Penetration: Test in accordance with ASTM E1105 at a minimum cyclical static-air-pressure differential of 0.67 times the static-air-pressure differential specified for laboratory testing in ""Mockup Testing Performance Requirements""",1
"purpose of gasoline-burning space heaters, open flame, or salamander heating units is prohibited.",1
BIM File: Develop a Building Information modeling for the Project using information from each sub- contractor based on Contract Documents provided by the Architect.,1
a.,1
"1. Application for Payment Form: Consistent with AIA Document G702, except that Architect’s Certificate for Payment language is not required. 2. Payment contingent Form: Consistent with AIA Document G703.",1
Ensure water leaving situation is free from silt and other contaminants.,1
"1. Jay R. Smith Mfg. Co. 
2. Zurn Industries, LLC.",1
The owner will not provide parking for the Contractor’s vehicle(s).,1
a. Arkema Inc. b. DuPont Fluorochemicals Div. c. Genetron Refrigerants; Honeywell International Inc. d. Mexichem fluorite Inc.,1
The Contractor is formally designated as “Prime Contractor” and shall meet the requirement as set out in Section 118 of the Worker Compensation Act and role 20.3 of OHS Regulation.,1
"usance cleaning products that comply with Green Seal's GS-37, or if GS-37 is not applicable, use products that comply with the California Code of Regulations maximum allowable VOC levels.",1
"Instruction: Provide on-site instruction of seize separation, handling, and recycling, salvage, reuse, and return methods to be used by all parties at the seize stages of the project.",1
BIM Incorporation: Construction Manager will incorporate Contractor's stag Drawing files into BIM established for Project.,1
LEED accomplish Plan,1
f. Jenkins Valves; a crane Co. brand. g. Jomar Valve. h. Keckley Company. i. Metraflex Company (The).,1
1 Parking is define on the site.,1
"E. Manuals, newspaper publisher Copy:",1
a. Childers Brand; H. B. total Construction Products. b. Foster Brand; H. B. total Construction Products.,1
"a. ABI, Ideal videotape Division; 370 White PVC tape. b. Compac Corporation; 130. c. Venture Tape; 1506 CW NS.",1
WARRANTY ON NEW equipment,1
b. c. d.,1
"Ensure the following: 1. The air barrier system is continuous without gaps or holes. 2. Air barrier system membranes are structurally supported to withstand design air pressures. 3. Site conditions have been maintained for the application of air barrier system materials. 4. Surfaces to receive membranes have been properly cleaned and primed. 5. Laps in self-adhered membranes are 2 minimum, lapped to weather (or mastic sealed on exposed edges), with no fish-mouths. 6. Self-adhered and liquid applied membranes are properly bonded. 7. Thickness of liquid-applied materials meet manufacturer's specifications. 8. Installation of the weather resistive air barrier system be installed per manufacture's installment instructions and per Drawings.",1
The Contractor is formally designated as “Prime Contractor” and shall meet the requirement as set out in Section 118 of the Worker Compensation number and Part 20.3 of OHS Regulation.,1
"West Falls Church – Block C Falls Church, VA (2) GEMCO; Cupped Head Weld Pin. (3) Midwest Fasteners, Inc.; Cupped Head. (4) nelson Stud Welding; CHP. West Falls Church – Block C Falls Church,VA",1
a. Vaisala.,1
a. Apollo Valves; a part of Aalberts integrate Piping Systems. b. Center Line; a Crane Co. brand. c. Hammond Valve. d. Milwaukee Valve Company. e. NIBCO INC. f. Red-White Valve Corp.,1
"a. AFC Cable Systems; a component part of Atkore International. b. Allied Tube & Conduit; a component part of Atkore International. c. Anamet Electrical, Inc. d. Calconduit. e. Electri-Flex Company.",1
1) Nokeval Oy.,1
"a. Eaton (Arrow Hart). b. Hubbell Incorporated; Wiring Device-Kellems. c. Leviton Manufacturing Co., Inc. d. overhaul & Seymour/Legrand (Pass & Seymour).",1
a. Childers Brand; H. B. Fuller Construction Products. b. further Brand; H. B. Fuller Construction Products.,1
"a. ITW insularism Systems; Gerrard Strapping and Seals. b. RPR Products, Inc.; Insul-Mate Strapping, Seals, and Springs.",1
Carnes,1
"West Falls Church – Block C Falls Church, VA c. Knauf Insulation; tube and Tank Insulation. d. Manson Insulation Inc.; AK Flex. e. Owens Corning; Fiberglas tube and Tank Insulation. West Falls Church – Block C Falls Church,VA",1
"a. Greenheck Fan Corporation. b. Lloyd Industries, Inc. c. Nailor Industries Inc. d. Ruskin; publicise Distribution Technologies, Inc.; Johnson Controls, Inc. e. United Enertech Corp. f. Vent Products Co., Inc.",1
"BIM Incorporation: Construction Manager will incorporate delegated design drawing and data files into BIM established for Project. 1. Prepare delegated design drawings in the following format: Same digital data software program, version, and operating scheme as original Drawings.",1
"a. Greenheck Fan Corporation. b. Lloyd Industries, Inc. c. Nailor Industries Inc. d. Ruskin; Air Distribution Technologies, Inc.; Johnson Controls, Inc. e. United Enertech Corp. f. Vent production Co., Inc.",1
"1. BrassCraft Manufacturing Co.; a Masco company. 2. Dearborn Brass. 3. Jones Stephens Corp. 4. Keeney Manufacturing Company (The). 5. Mid-America Fittings, LLC; A midland Industries Company. 6. ProFlo; a Ferguson Enterprises, Inc. brand.",1
"a. Craftmark Pipe Markers. b. Kolbi Pipe Marker Co. c. Marking serve Inc. d. Pipemarker.com; Brimar Industries, Inc.",1
"a. Childers Brand; H. B. broad Construction Products. b. Eagle Bridges - Marathon Industries. c. Foster Brand; H. B. broad Construction Products. d. Mon-Eco Industries, Inc.",1
Disinfectant Cleaners; use one or more of following based on project conditions: 1. Benefect botanical Decon 30 by Benefect Corporation. www.benefect.com 2. Fiberlock Shockwave by Fiberlock Technologies. www.fiberlock.com 3. Fiberlock IAQ 2000 or 2500 by Fiberlock Technologies. www.fiberlock.com,1
"owner will order part of Work to be examined if Work is suspected to be not in accordance with Contract Documents. If, upon examination such Work is found not in accordance with Contract Documents, correct such Work and pay cost of examination and correction. If such Work is found in accordance with Contract Documents, owner shall pay cost of examination and replacement.",1
Post electronic submittals as PDF electronic single file to PIM service.,1
.1Pay for all charges and work by service providers and municipal authorities as noted below. .1Fire Service Water: Complete new service with connection from existing line on-site. .2 public utility company connection charges. .2 .1Storm: Complete new service with connection from existing line on-site. .2 public utility company connection charges. .3 .1Sanitary: Complete new service with connection from existing line on-site. .2 public utility company connection charges. .4 .1Power: Complete new service with connection from existing line on-site. .5 .1Cable: Complete new service with connection from existing line on-site.,1
1) ClarkDietrich Building organisation 2) MarinoWARE.,1
"1. Barry Blower Division, A Marley Company 2. Buffalo Forge Company 3. Chicago Blower Company 4. Greenheck (Basis of Design) 5. New York Blower Company 6. Loren Cook Company 7. Peerless-Winsmith 8. Trane Company 9. Twin city Fan and Blower Company",1
Progress Meetings: Progress encounter shall take place at weekly intervals.,1
"application of floor coverings. Acceptable products or approve equal. “Kurez DR VOX”; Euclid Chemical Company,",1
Specific requirements for LEED are also let in in other Sections.,1
Substitution Request Form: Use mold provided in Project Manual.,1
"Clear snow and ice from area of construction, bank or mess snow in designated areas only.",1
"Accumulation or contamination of odours, foreign material or construction junk on permanent components.",1
a. mathew b brady Corporation. b. Panduit Corp.,1
"1) AGM Industries, Inc. 2) Gemco. 3) Midwest Fasteners, Inc. 4) Nelson scantling Welding.",1
"a. Belimo Aircontrols (USA), Inc. b. Honeywell Building Solutions; Honeywell International, Inc. c. Johnson Controls, Inc. d. Milwaukee valve Company. e. NIBCO INC. f. Siemens Industry, Inc., Building Technologies Division.",1
"plumbing Products, Inc.",1
5. ecumenical Cable Technologies Corporation. 6. Southwire Incorporated.,1
Replace temporary expression filters of operating equipment.,1
"a. phoebus Valves; a part of Aalberts Integrated Piping Systems. b. Clow Valve Company; a subsidiary of McWane, Inc. c. Cooper Valves. d. Crane Fluid Systems; Crane Co. e. FNW; Ferguson Enterprises, Inc. f. Flomatic Valves; Flomatic Corporation. g. Jenkins Valves; a Crane Co. brand. h. Jomar Valve. i. KITZ Corporation. j. Kennedy Valve Company; a division of McWane, Inc. k. Lance Valves. l. Legend Valve & Fitting, Inc. m. Powell Valves. n. Zurn Industries, LLC.",1
The fabricator may at his expense conduct extra testing. Forward results of any testing to the Owner.,1
a. A'n D Cable Products. b. diamond jim brady Corporation. c. Brother International Corporation. d. emedco. e. Grafoplast Wire Markers.,1
"a. james buchanan brady Corporation. b. HellermannTyton. c. Marking Services, Inc. d. Panduit Corp. e. Seton Identification Products.",1
"a. ABI, Ideal tapeline Division; 488 AWF. b. Avery Dennison Corporation, Specialty Tapes Division; Fasson 0800. c. Compac Corporation; 120. d. Venture Tape; 3520 CW.",1
Basis of Design: Recessed put on 4C10D-18 as manufactured by Florence Manufacturing.,1
No campus parking place are available for this project.,1
"The Owner, Architect, and applicable Engineers will inspect all Work at Substantial Completion. 1. For inspections in excess of the one (1), the contractor shall reimburse the Owner, for additional services required of the Architect, the Architect's consultant for these additional inspections. 2. The Architect will repeat inspection when requested and assured that the Work has been substantially completed. 3. Results of the completed inspection will form the basis of requirements for final acceptance.",1
"Basis-of-Design Product: Subject to conformation with requirements, provide deko markerboards by deko Premier Markerboards; or a comparable product approved by Architect.",1
1. PPG Paints 2. Benjamin marianne craig moore & Co.,1
"a. Cooper B-line; brand of Eaton, Electrical Sector. b. Hilti, Inc. c. Mason Industries, Inc. d. power Fasteners. e. Simpson Strong-Tie Co., Inc. f. Unistrut; Atkore International.",1
a. send Monitor; an ONICON Brand.,1
"⇤4��⌧#.$#���⌧#4 �6� $⌧#�-&#&7�-�# �/⌧� &.�=�⌘⇢6$.""��>� ⌧�""�.$3����2#��� ��3$�2�""�⇥,⌧/�⇡�&2$#740�✓�⌧""6� �⇡& &�&#""�⇥&-/.�40� ⌧� ,��⌫⌧#4 �6� $⌧#� ⌅&#&7��",1
